geo,year,geo_label,nuts_level,country_code,country_name,is_el_regional_unit,receipts,expenditure_per_overnight_stay,hotels_foreign_arrivals,hotels_domestic_arrivals,hotels_foreign_overnights,hotels_domestic_overnights,hotels_occupancy,hotels_total_arrivals,hotels_total_overnights,hotels_avg_duration_of_stay_foreign,hotels_avg_duration_of_stay_domestic,hotels_avg_duration_of_stay_total,hotels_total_arrivals_per_person,hotels_total_arrivals_per_km2,units,rooms,guest_beds,guest_beds_per_person,guest_beds_per_km2,short_stay_total_arrivals,short_stay_total_overnights,short_stay_total_arrivals_per_person,short_stay_total_arrivals_per_km2,STR_accommodation_beds,employment_accommodation_catering,employment_other,employment_total,employment_total_greece,turnover_catering,turnover_accommodation,turnover_total,population,land_area
EL30,2016,Attiki,2,EL,Greece,0,13872.8,560.096,20244104.0,9530792.0,45369000.0,18661584.0,0.0,29774896.0,64030584.0,17.929,15.664,17.204,7.874,7811.897,5192.0,253608.0,472176.0,0.125,123.883,,,,,,780378.2,10101632.82,10882011.02,29388474.1,,,,30250192.0,30491.848
EL30,2017,Attiki,2,EL,Greece,0,16665.304,566.137,23252360.0,9604168.0,51785168.0,18883504.0,0.0,32856528.0,70668672.0,17.817,15.729,17.207,8.707,8620.41,5184.0,255152.0,479000.0,0.127,125.673,,,,,,733313.52,10194604.64,10927918.16,30021600.0,,,,30188472.0,30491.848
EL30,2018,Attiki,2,EL,Greece,0,18231.32,580.883,27398896.0,10617360.0,60610392.0,20768000.0,0.0,38016256.0,81378392.0,17.697,15.648,17.125,10.12,9974.143,5192.0,258000.0,488232.0,0.13,128.095,,,,,,785170.3,10243049.14,11028219.44,30624168.94,,,,30051624.0,30491.848
EL30,2019,Attiki,2,EL,Greece,0,20734.174,609.326,27669392.0,11090552.0,60831600.0,21255176.0,0.0,38759944.0,82086776.0,17.588,15.332,16.943,10.357,10169.261,5400.0,265016.0,503192.0,0.134,132.02,,,,,868592.0,913995.14,10624935.66,11538930.8,31288239.94,19578984.0,13398424.0,32977408.0,29937880.0,30491.848
EL30,2020,Attiki,2,EL,Greece,0,12178.544,976.957,11896336.0,9411184.0,28644848.0,18867168.0,0.0,21307520.0,47512016.0,38.526,32.076,35.677,5.699,5590.352,11024.0,539984.0,1035392.0,0.277,271.651,2174544.0,6155632.0,0.582,570.525,1738592.0,1807508.36,21739869.68,23547378.04,62007664.08,29575568.0,11713744.0,41289312.0,59822416.0,60983.696
EL30,2021,Attiki,2,EL,Greece,0,23458.743,1094.591,23499360.0,12743488.0,53088592.0,25728400.0,0.0,36242848.0,78816992.0,36.146,32.303,34.795,9.699,9508.862,11168.0,547312.0,1050224.0,0.281,275.542,2957024.0,7897760.0,0.791,775.82,1551728.0,1705932.354,22393628.586,24099560.939,62847686.765,38980080.0,20395792.0,59375872.0,59787792.0,60983.696
EL30,2022,Attiki,2,EL,Greece,0,45587.642,1297.486,50752640.0,19323616.0,116561968.0,37965152.0,0.0,70076256.0,154527120.0,36.747,31.435,35.282,18.404,18385.571,11168.0,553232.0,1068832.0,0.281,280.424,4291104.0,10178928.0,1.127,1125.836,1665008.0,1653506.205,23552464.148,25205970.353,66250130.699,59176752.0,35737984.0,94914736.0,60923168.0,60983.696
EL30,2023,Attiki,2,EL,Greece,0,60590.199,1366.253,60479520.0,22386048.0,137164624.0,44072800.0,0.0,82865568.0,181237424.0,36.287,31.5,34.994,21.832,21741.042,11168.0,557232.0,1078368.0,0.284,282.926,6153312.0,16857888.0,1.621,1614.415,1823968.0,1546656.1,23473849.362,25020505.462,67095366.051,70537264.0,42106432.0,112643696.0,60728576.0,60983.696
EL30,2024,Attiki,2,EL,Greece,0,76014.4,1589.677,62185472.0,23016352.0,140474128.0,45076928.0,0.0,85201824.0,185551056.0,36.143,31.336,34.845,22.513,22353.994,11440.0,570304.0,1102944.0,0.291,289.374,6794976.0,17870720.0,1.795,1782.765,2082736.0,1666612.676,23741771.546,25408384.222,68415246.66,71435888.0,45950688.0,117386576.0,60553040.0,60983.696
EL41,2016,Voreio Aigaio,2,EL,Greece,0,130.766,53.197,187936.0,98524.0,1183055.0,347730.0,0.0,286460.0,1530785.0,6.295,3.529,5.344,1.457,74.433,382.0,11617.0,21944.0,0.112,5.702,,,,,,7784.265,59584.317,67368.582,3673559.262,,,,196654.0,3848.57
EL41,2017,Voreio Aigaio,2,EL,Greece,0,166.819,51.852,228977.0,114122.0,1354165.0,396506.0,0.0,343099.0,1750671.0,5.914,3.474,5.103,1.684,89.15,391.0,11777.0,22253.0,0.109,5.782,,,,,,8220.85,61153.143,69373.993,3752673.835,,,,203700.0,3848.57
EL41,2018,Voreio Aigaio,2,EL,Greece,0,164.188,52.739,258360.0,130688.0,1609213.0,450839.0,0.0,389048.0,2060052.0,6.229,3.45,5.295,1.843,101.089,392.0,11924.0,22752.0,0.108,5.912,,,,,,8269.798,62679.7,70949.498,3828021.117,,,,211137.0,3848.57
EL41,2019,Voreio Aigaio,2,EL,Greece,0,165.309,56.962,263527.0,138263.0,1538153.0,467553.0,0.0,401790.0,2005706.0,5.837,3.382,4.992,1.817,104.4,387.0,12006.0,23006.0,0.104,5.978,,,,,13530.0,9143.823,65672.922,74816.745,3911029.993,120023.0,83427.0,203450.0,221098.0,3848.57
EL41,2020,Voreio Aigaio,2,EL,Greece,0,24.556,42.267,29642.0,63956.0,203476.0,295033.0,0.0,93598.0,498509.0,6.864,4.613,5.326,0.408,24.32,387.0,12079.0,23124.0,0.101,6.008,39987.0,222841.0,0.174,10.39,14049.0,8717.447,64095.9,72813.348,3875479.005,45917.0,24257.0,70174.0,229516.0,3848.57
EL41,2021,Voreio Aigaio,2,EL,Greece,0,67.845,53.43,92799.0,90044.0,615187.0,327640.0,0.0,182843.0,942827.0,6.629,3.639,5.156,0.798,47.509,383.0,11909.0,22810.0,0.1,5.927,68338.0,409478.0,0.298,17.757,13713.0,6643.223,65277.125,71920.348,3927980.423,61753.0,39622.0,101375.0,229155.0,3848.57
EL41,2022,Voreio Aigaio,2,EL,Greece,0,125.142,58.362,221519.0,132338.0,1328072.0,449159.0,0.0,353857.0,1777231.0,5.995,3.394,5.022,1.818,91.945,381.0,12153.0,23427.0,0.12,6.087,138776.0,767168.0,0.713,36.059,15460.0,9994.71,64569.99,74564.7,4140633.169,153079.0,95862.0,248941.0,194597.0,3848.57
EL41,2023,Voreio Aigaio,2,EL,Greece,0,148.51,72.916,268170.0,149468.0,1508312.0,509527.0,0.0,417638.0,2017839.0,5.624,3.409,4.832,2.144,108.518,374.0,11921.0,23143.0,0.119,6.013,156460.0,820491.0,0.803,40.654,16675.0,7256.751,68541.623,75798.375,4193460.378,192784.0,102755.0,295539.0,194784.0,3848.57
EL41,2024,Voreio Aigaio,2,EL,Greece,0,196.9,64.118,334687.0,144267.0,1686031.0,492003.0,0.0,478954.0,2178034.0,5.038,3.41,4.547,2.383,124.45,374.0,11884.0,23102.0,0.115,6.003,153388.0,804439.0,0.763,39.856,19855.0,7548.813,70674.947,78223.76,4275952.916,218010.0,137613.0,355623.0,201007.0,3848.57
EL42,2016,Notio Aigaio,2,EL,Greece,0,3136.096,78.41,2933974.0,367306.0,17618576.0,1215173.0,0.0,3301280.0,18833749.0,10.093,6.687,9.759,9.861,621.013,2068.0,99687.0,195247.0,0.583,36.728,,,,,,30073.882,99712.075,129785.957,3673559.262,,,,334791.0,5315.96
EL42,2017,Notio Aigaio,2,EL,Greece,0,3653.472,79.062,3323048.0,375643.0,20054482.0,1255562.0,0.0,3698691.0,21310044.0,10.161,6.738,9.844,10.93,695.771,2097.0,104053.0,205073.0,0.606,38.577,,,,,,32318.873,95402.862,127721.735,3752673.835,,,,338383.0,5315.96
EL42,2018,Notio Aigaio,2,EL,Greece,0,4414.1,86.408,4877492.0,641703.0,27902129.0,1925772.0,0.0,5519195.0,29827901.0,9.948,6.04,9.566,16.191,1038.231,2120.0,108991.0,216954.0,0.636,40.812,,,,,,35100.48,96469.32,131569.8,3828021.117,,,,340870.0,5315.96
EL42,2019,Notio Aigaio,2,EL,Greece,0,5174.796,97.328,5127923.0,628293.0,28701778.0,1891046.0,0.0,5756216.0,30592824.0,9.894,6.075,9.541,16.732,1082.818,2154.0,111512.0,223681.0,0.65,42.077,,,,,150441.0,36836.12,96136.79,132972.91,3911029.993,653026.0,1968704.0,2621730.0,344027.0,5315.96
EL42,2020,Notio Aigaio,2,EL,Greece,0,1256.627,92.211,1325308.0,278192.0,7342324.0,887634.0,0.0,1603500.0,8229958.0,9.811,6.42,9.28,4.614,301.639,2195.0,113515.0,228534.0,0.658,42.99,,,,,166381.0,27135.96,90499.832,117635.792,3875479.005,306127.0,538378.0,844505.0,347512.0,5315.96
EL42,2021,Notio Aigaio,2,EL,Greece,0,3121.259,104.342,2887263.0,366643.0,15315940.0,1206721.0,0.0,3253906.0,16522661.0,9.473,6.618,9.18,9.354,612.101,2241.0,115210.0,232862.0,0.669,43.804,,,,,169638.0,26801.558,90631.303,117432.861,3927980.423,667972.0,1531967.0,2199939.0,347848.0,5315.96
EL42,2022,Notio Aigaio,2,EL,Greece,0,4706.8,91.6,4846585.0,575556.0,26835038.0,1643699.0,0.0,5422141.0,28478737.0,9.835,5.724,9.477,16.549,1019.974,2256.0,115760.0,233934.0,0.714,44.006,,,,,199168.0,30288.346,95818.195,126106.541,4140633.169,1092854.0,2676947.0,3769801.0,327647.0,5315.96
EL42,2023,Notio Aigaio,2,EL,Greece,0,5340.8,105.5,5240993.0,661181.0,28126513.0,1827779.0,0.0,5902174.0,29954292.0,9.664,5.536,9.278,18.058,1110.274,2267.0,116828.0,236011.0,0.722,44.397,,,,,203058.0,34496.591,97532.088,132028.68,4193460.378,1139204.0,2752529.0,3891733.0,326841.0,5315.96
EL42,2024,Notio Aigaio,2,EL,Greece,0,5687.4,110.9,5528505.0,664780.0,30600629.0,1847309.0,0.0,6193285.0,32447938.0,9.803,5.571,9.404,18.925,1165.036,2300.0,118059.0,239047.0,0.73,44.968,,,,,218687.0,40871.137,95411.049,136282.187,4275952.916,1188769.0,3002555.0,4191324.0,327246.0,5315.96
EL43,2016,Kriti,2,EL,Greece,0,3095.02,78.599,3334850.0,372011.0,21839443.0,968291.0,0.0,3706861.0,22807734.0,6.549,2.603,6.153,5.867,444.387,1568.0,89845.0,171516.0,0.271,20.562,,,,,,34984.613,185553.675,220538.288,3673559.262,,,,631812.0,8341.512
EL43,2017,Kriti,2,EL,Greece,0,3259.913,80.95,3654789.0,339135.0,23573083.0,900830.0,0.0,3993924.0,24473913.0,6.45,2.656,6.128,6.313,478.801,1577.0,90889.0,174275.0,0.275,20.892,,,,,,35071.86,199731.905,234803.765,3752673.835,,,,632674.0,8341.512
EL43,2018,Kriti,2,EL,Greece,0,3133.867,71.518,4687528.0,435829.0,27871922.0,1131173.0,0.0,5123357.0,29003095.0,5.946,2.595,5.661,8.087,614.2,1598.0,94288.0,182296.0,0.288,21.854,,,,,,38854.545,208400.605,247255.15,3828021.117,,,,633506.0,8341.512
EL43,2019,Kriti,2,EL,Greece,0,3600.87,83.245,4573656.0,460130.0,26760215.0,1202326.0,0.0,5033786.0,27962541.0,5.851,2.613,5.555,7.928,603.462,1619.0,96367.0,187599.0,0.295,22.49,,,,,110711.0,39913.278,213071.192,252984.47,3911029.993,444845.0,1409049.0,1853894.0,634930.0,8341.512
EL43,2020,Kriti,2,EL,Greece,0,861.419,81.965,1201049.0,209568.0,6561087.0,522044.0,0.0,1410617.0,7083131.0,5.463,2.491,5.021,2.216,169.108,1634.0,97456.0,190550.0,0.299,22.844,188221.0,1042636.0,0.296,22.564,133201.0,30447.46,201045.515,231492.975,3875479.005,268272.0,422972.0,691244.0,636504.0,8341.512
EL43,2021,Kriti,2,EL,Greece,0,2395.028,89.127,2670637.0,300162.0,14639324.0,799484.0,0.0,2970799.0,15438808.0,5.482,2.664,5.197,4.665,356.146,1644.0,98493.0,193819.0,0.304,23.235,414118.0,2512618.0,0.65,49.645,129564.0,26819.075,203830.331,230649.405,3927980.423,419925.0,1143579.0,1563504.0,636766.0,8341.512
EL43,2022,Kriti,2,EL,Greece,0,3660.834,87.391,4426074.0,442046.0,25636639.0,1190635.0,0.0,4868120.0,26827274.0,5.792,2.693,5.511,7.803,583.602,1650.0,99498.0,195979.0,0.314,23.494,1023381.0,5156661.0,1.64,122.685,143938.0,35555.099,214964.026,250519.125,4140633.169,666351.0,1834105.0,2500456.0,623900.0,8341.512
EL43,2023,Kriti,2,EL,Greece,0,5196.329,113.365,4868816.0,504586.0,27688474.0,1341093.0,0.0,5373402.0,29029567.0,5.687,2.658,5.402,8.63,644.176,1643.0,99547.0,196586.0,0.316,23.567,937299.0,5265162.0,1.505,112.366,155235.0,42465.328,211036.113,253501.44,4193460.378,757912.0,2053191.0,2811103.0,622624.0,8341.512
EL43,2024,Kriti,2,EL,Greece,0,4568.7,97.819,4910238.0,513776.0,27567942.0,1381228.0,0.0,5424014.0,28949170.0,5.614,2.688,5.337,8.713,650.244,1643.0,99592.0,196877.0,0.316,23.602,998468.0,5541551.0,1.604,119.699,163816.0,46221.483,212241.18,258462.663,4275952.916,808589.0,2284555.0,3093144.0,622491.0,8341.512
EL51,2016,"Anatoliki Makedonia, Thraki",2,EL,Greece,0,288.351,53.262,268807.0,337191.0,999132.0,771074.0,0.0,605998.0,1770206.0,3.717,2.287,2.921,1.002,52.093,379.0,10833.0,21324.0,0.035,1.833,,,,,,16440.838,184220.335,200661.173,3673559.262,,,,604504.0,11632.985
EL51,2017,"Anatoliki Makedonia, Thraki",2,EL,Greece,0,282.011,52.026,296546.0,352469.0,1174954.0,798288.0,0.0,649015.0,1973242.0,3.962,2.265,3.04,1.077,55.791,382.0,11111.0,22048.0,0.037,1.895,,,,,,14918.703,190859.01,205777.712,3752673.835,,,,602799.0,11632.985
EL51,2018,"Anatoliki Makedonia, Thraki",2,EL,Greece,0,321.632,49.738,345988.0,369286.0,1365376.0,819982.0,0.0,715274.0,2185358.0,3.946,2.22,3.055,1.19,61.487,386.0,11234.0,22385.0,0.037,1.924,,,,,,17127.985,196237.877,213365.862,3828021.117,,,,601175.0,11632.985
EL51,2019,"Anatoliki Makedonia, Thraki",2,EL,Greece,0,439.819,43.244,356595.0,363602.0,1362429.0,789713.0,0.0,720197.0,2152142.0,3.821,2.172,2.988,1.201,61.91,386.0,11261.0,22364.0,0.037,1.922,,,,,25977.0,18323.417,196323.813,214647.23,3911029.993,217058.0,105379.0,322437.0,599723.0,11632.985
EL51,2020,"Anatoliki Makedonia, Thraki",2,EL,Greece,0,91.263,38.809,65060.0,179771.0,310766.0,481152.0,0.0,244831.0,791918.0,4.777,2.676,3.235,0.409,21.046,385.0,11290.0,22533.0,0.038,1.937,55642.0,244159.0,0.093,4.783,27141.0,14137.55,189455.908,203593.458,3875479.005,163764.0,44939.0,208703.0,598613.0,11632.985
EL51,2021,"Anatoliki Makedonia, Thraki",2,EL,Greece,0,134.151,52.844,141664.0,218454.0,714878.0,523553.0,0.0,360118.0,1238431.0,5.046,2.397,3.439,0.605,30.957,383.0,11184.0,22364.0,0.038,1.922,103014.0,456638.0,0.173,8.855,27039.0,11897.883,188407.529,200305.412,3927980.423,208417.0,78872.0,287289.0,594905.0,11632.985
EL51,2022,"Anatoliki Makedonia, Thraki",2,EL,Greece,0,366.536,62.218,305012.0,325594.0,1311845.0,725078.0,0.0,630606.0,2036923.0,4.301,2.227,3.23,1.125,54.208,381.0,11244.0,22487.0,0.04,1.933,186396.0,973433.0,0.332,16.023,30530.0,17867.711,195749.633,213617.344,4140633.169,303675.0,123061.0,426736.0,560787.0,11632.985
EL51,2023,"Anatoliki Makedonia, Thraki",2,EL,Greece,0,325.946,55.856,369921.0,352779.0,1535271.0,780080.0,0.0,722700.0,2315351.0,4.15,2.211,3.204,1.293,62.125,383.0,11412.0,22777.0,0.041,1.958,268249.0,1329624.0,0.48,23.059,33302.0,15102.731,207364.354,222467.084,4193460.378,353934.0,147773.0,501707.0,558835.0,11632.985
EL51,2024,"Anatoliki Makedonia, Thraki",2,EL,Greece,0,385.7,67.128,419337.0,367088.0,1614990.0,791611.0,0.0,786425.0,2406601.0,3.851,2.156,3.06,1.4,67.603,384.0,11432.0,22864.0,0.041,1.965,254038.0,1235431.0,0.452,21.838,39772.0,16782.945,208946.281,225729.226,4275952.916,366335.0,141478.0,507813.0,561834.0,11632.985
EL52,2016,Kentriki Makedonia,2,EL,Greece,0,1688.128,46.467,1338542.0,1091544.0,5934225.0,2433334.0,0.0,2430086.0,8367559.0,4.433,2.229,3.443,1.29,129.082,1195.0,45494.0,89788.0,0.048,4.769,,,,,,50565.005,568248.005,618813.01,3673559.262,,,,1883339.0,18825.972
EL52,2017,Kentriki Makedonia,2,EL,Greece,0,1851.925,45.41,1476417.0,1071127.0,6692506.0,2393495.0,0.0,2547544.0,9086001.0,4.533,2.235,3.567,1.355,135.321,1192.0,45825.0,90727.0,0.048,4.819,,,,,,48068.54,577914.963,625983.503,3752673.835,,,,1880122.0,18825.972
EL52,2018,Kentriki Makedonia,2,EL,Greece,0,2275.429,50.915,1840904.0,1237420.0,8016353.0,2725044.0,0.0,3078324.0,10741397.0,4.355,2.202,3.489,1.641,163.515,1186.0,46257.0,92290.0,0.049,4.902,,,,,,46840.807,595209.46,642050.268,3828021.117,,,,1875996.0,18825.972
EL52,2019,Kentriki Makedonia,2,EL,Greece,0,2249.791,55.131,1875158.0,1217009.0,8149029.0,2660314.0,0.0,3092167.0,10809343.0,4.346,2.186,3.496,1.65,164.25,1175.0,46221.0,93036.0,0.05,4.942,,,,,81165.0,48442.188,594249.13,642691.318,3911029.993,831837.0,750432.0,1582269.0,1873777.0,18825.972
EL52,2020,Kentriki Makedonia,2,EL,Greece,0,412.315,44.972,389180.0,574915.0,1486463.0,1286613.0,0.0,964095.0,2773076.0,3.819,2.238,2.876,0.515,51.211,1175.0,46400.0,93840.0,0.05,4.985,160092.0,607298.0,0.086,8.504,88335.0,45564.255,593255.343,638819.598,3875479.005,630873.0,227876.0,858749.0,1872102.0,18825.972
EL52,2021,Kentriki Makedonia,2,EL,Greece,0,1012.112,47.526,968014.0,690445.0,4218004.0,1574495.0,0.0,1658459.0,5792499.0,4.357,2.28,3.493,0.892,88.094,1162.0,46304.0,94174.0,0.051,5.002,409875.0,2273447.0,0.221,21.772,85910.0,44407.569,598619.374,643026.943,3927980.423,834631.0,579913.0,1414544.0,1858755.0,18825.972
EL52,2022,Kentriki Makedonia,2,EL,Greece,0,1510.981,44.538,1730733.0,1063013.0,7546534.0,2289238.0,0.0,2793746.0,9835772.0,4.36,2.154,3.521,1.56,148.398,1148.0,46334.0,94557.0,0.053,5.023,985499.0,5281296.0,0.55,52.348,95273.0,58050.983,624662.07,682713.053,4140633.169,1251220.0,868031.0,2119251.0,1791320.0,18825.972
EL52,2023,Kentriki Makedonia,2,EL,Greece,0,1514.835,46.939,1994772.0,1272281.0,8394574.0,2648999.0,0.0,3267053.0,11043573.0,4.208,2.082,3.38,1.833,173.54,1136.0,45496.0,92723.0,0.052,4.925,918802.0,5179653.0,0.515,48.805,103924.0,59176.722,644122.002,703298.724,4193460.378,1429257.0,1018034.0,2447291.0,1782592.0,18825.972
EL52,2024,Kentriki Makedonia,2,EL,Greece,0,1486.0,47.895,2126214.0,1297172.0,8922223.0,2740555.0,0.0,3423386.0,11662778.0,4.196,2.113,3.407,1.924,181.844,1127.0,45166.0,92057.0,0.052,4.89,1005601.0,5521922.0,0.565,53.416,116410.0,54286.4,672929.99,727216.39,4275952.916,1428702.0,1091148.0,2519850.0,1778896.0,18825.972
EL53,2017,Dytiki Makedonia,2,EL,Greece,0,225.312,196.445,74544.0,452420.0,203780.0,974012.0,0.0,526964.0,1177792.0,10.935,8.612,8.94,1.941,55.68,508.0,11812.0,25008.0,0.092,2.642,,,,,,23006.45,315093.58,338100.03,15010695.34,,,,1085952.0,37856.32
